night_id,date,reading_timestamp,temperature,humidity,sound_level,motion_detected
13,2025-12-05,2025-12-05 04:35:00,20.26,51.17,22.24,0
13,2025-12-05,2025-12-05 04:40:00,20.49,49.17,29.93,0
13,2025-12-05,2025-12-05 04:45:00,19.69,54.23,20.65,0
13,2025-12-05,2025-12-05 04:50:00,19.68,53.2,28.51,0
13,2025-12-05,2025-12-05 04:55:00,20.65,53.84,28.82,0
13,2025-12-05,2025-12-05 05:00:00,19.94,47.97,33.62,0
13,2025-12-05,2025-12-05 05:05:00,19.8,54.73,24.97,0
13,2025-12-05,2025-12-05 05:10:00,19.66,52.39,30.47,0
13,2025-12-05,2025-12-05 05:15:00,21.15,50.55,26.43,0
13,2025-12-05,2025-12-05 05:20:00,20.16,56.76,29.23,1
13,2025-12-05,2025-12-05 05:25:00,19.25,55.46,32.87,0
13,2025-12-05,2025-12-05 05:30:00,19.31,51.1,31.7,0
13,2025-12-05,2025-12-05 05:35:00,20.27,44.08,42.96,0
13,2025-12-05,2025-12-05 05:40:00,20.05,53.81,27.04,0
13,2025-12-05,2025-12-05 05:45:00,20.01,54.57,34.96,0
13,2025-12-05,2025-12-05 05:50:00,19.74,52.76,24.99,0
13,2025-12-05,2025-12-05 05:55:00,19.3,51.73,21.8,0
13,2025-12-05,2025-12-05 06:00:00,19.53,52.41,30.44,0
13,2025-12-05,2025-12-05 06:05:00,20.97,48.22,31.38,0
13,2025-12-05,2025-12-05 06:10:00,20.66,46.91,28.64,1
13,2025-12-05,2025-12-05 06:15:00,19.77,49.91,35.06,0
13,2025-12-05,2025-12-05 06:20:00,20.32,49.56,36.25,1
13,2025-12-05,2025-12-05 06:25:00,20.45,49.4,32.6,0
13,2025-12-05,2025-12-05 06:30:00,19.62,53.46,31.22,0
13,2025-12-05,2025-12-05 06:35:00,19.62,52.64,33.4,0
13,2025-12-05,2025-12-05 06:40:00,19.15,46.89,30.19,0
13,2025-12-05,2025-12-05 06:45:00,19.43,46.89,24.62,0
13,2025-12-05,2025-12-05 06:50:00,19.61,53.09,23.34,0
13,2025-12-05,2025-12-05 06:55:00,18.8,53.89,34.86,0
13,2025-12-05,2025-12-05 07:00:00,19.31,51.13,25.74,1
13,2025-12-05,2025-12-05 07:05:00,20.2,50.4,36.85,0
13,2025-12-05,2025-12-05 07:10:00,20.05,54.53,28.11,0
13,2025-12-05,2025-12-05 07:15:00,19.06,56.01,36.68,1
13,2025-12-05,2025-12-05 07:20:00,20.04,49.26,34.55,0
13,2025-12-05,2025-12-05 07:25:00,20.61,53.3,27.71,0
13,2025-12-05,2025-12-05 07:30:00,19.9,49.38,27.71,0
13,2025-12-05,2025-12-05 07:35:00,19.15,55.25,19.26,0
13,2025-12-05,2025-12-05 07:40:00,20.74,53.37,28.38,1
13,2025-12-05,2025-12-05 07:45:00,19.74,51.97,36.37,1
13,2025-12-05,2025-12-05 07:50:00,19.73,50.17,23.26,1
13,2025-12-05,2025-12-05 07:55:00,20.99,52.2,26.58,0
13,2025-12-05,2025-12-05 08:00:00,18.95,54.32,35.34,0
13,2025-12-05,2025-12-05 08:05:00,19.64,52.68,36.48,0
13,2025-12-05,2025-12-05 08:10:00,19.23,53.97,35.51,0
13,2025-12-05,2025-12-05 08:15:00,20.12,51.8,32.73,0
14,2025-12-06,2025-12-06 00:00:00,17.2,57.84,29.89,0
14,2025-12-06,2025-12-06 00:05:00,18.62,56.37,20.44,0
14,2025-12-06,2025-12-06 00:10:00,16.92,52.29,27.23,0
14,2025-12-06,2025-12-06 00:15:00,16.63,57.02,40.3,0
14,2025-12-06,2025-12-06 00:20:00,16.77,61.21,36.03,0
14,2025-12-06,2025-12-06 00:25:00,17.61,64.12,39.45,0
14,2025-12-06,2025-12-06 00:30:00,17.88,65.73,24.09,0
14,2025-12-06,2025-12-06 00:35:00,18.27,55.92,22.57,0
14,2025-12-06,2025-12-06 00:40:00,18.3,67.89,38.63,0
14,2025-12-06,2025-12-06 00:45:00,17.05,58.03,27.79,0
14,2025-12-06,2025-12-06 00:50:00,18.31,54.73,39.83,0
14,2025-12-06,2025-12-06 00:55:00,18.12,58.03,32.96,1
14,2025-12-06,2025-12-06 01:00:00,19.0,60.75,34.64,0
14,2025-12-06,2025-12-06 01:05:00,17.54,60.91,35.24,1
14,2025-12-06,2025-12-06 01:10:00,16.04,64.68,35.37,0
14,2025-12-06,2025-12-06 01:15:00,18.04,53.77,33.54,0
14,2025-12-06,2025-12-06 01:20:00,19.55,54.85,29.43,0
14,2025-12-06,2025-12-06 01:25:00,17.37,60.02,39.53,0
14,2025-12-06,2025-12-06 01:30:00,18.31,60.17,38.17,0
14,2025-12-06,2025-12-06 01:35:00,19.64,57.78,26.52,0
14,2025-12-06,2025-12-06 01:40:00,19.03,59.7,37.09,0
14,2025-12-06,2025-12-06 01:45:00,16.37,63.08,31.99,0
14,2025-12-06,2025-12-06 01:50:00,16.07,58.48,40.2,0
14,2025-12-06,2025-12-06 01:55:00,17.58,57.89,36.02,1
14,2025-12-06,2025-12-06 02:00:00,16.75,55.19,38.14,0
14,2025-12-06,2025-12-06 02:05:00,17.74,61.37,32.64,0
14,2025-12-06,2025-12-06 02:10:00,17.46,54.53,38.31,0
14,2025-12-06,2025-12-06 02:15:00,17.56,59.47,34.61,0
14,2025-12-06,2025-12-06 02:20:00,16.78,57.89,37.64,0
14,2025-12-06,2025-12-06 02:25:00,16.48,63.18,35.02,0
14,2025-12-06,2025-12-06 02:30:00,16.93,58.96,35.01,0
14,2025-12-06,2025-12-06 02:35:00,16.87,58.81,32.47,0
14,2025-12-06,2025-12-06 02:40:00,17.71,60.07,35.01,0
14,2025-12-06,2025-12-06 02:45:00,17.16,60.43,33.21,0
14,2025-12-06,2025-12-06 02:50:00,16.61,63.66,34.02,0
14,2025-12-06,2025-12-06 02:55:00,17.45,59.49,35.24,0
14,2025-12-06,2025-12-06 03:00:00,17.11,58.76,39.74,0
14,2025-12-06,2025-12-06 03:05:00,18.13,58.65,38.62,0
14,2025-12-06,2025-12-06 03:10:00,16.87,58.79,32.19,0
14,2025-12-06,2025-12-06 03:15:00,19.76,60.49,34.53,0
14,2025-12-06,2025-12-06 03:20:00,19.06,56.78,26.68,0
14,2025-12-06,2025-12-06 03:25:00,18.38,57.58,29.91,0
14,2025-12-06,2025-12-06 03:30:00,18.28,56.5,33.22,0
14,2025-12-06,2025-12-06 03:35:00,17.71,60.32,37.93,1
14,2025-12-06,2025-12-06 03:40:00,18.07,61.08,36.55,0
14,2025-12-06,2025-12-06 03:45:00,18.09,60.3,32.34,0
14,2025-12-06,2025-12-06 03:50:00,17.17,56.57,31.72,0
14,2025-12-06,2025-12-06 03:55:00,18.16,57.28,39.88,0
14,2025-12-06,2025-12-06 04:00:00,18.45,58.92,33.97,0
14,2025-12-06,2025-12-06 04:05:00,17.56,58.24,39.54,0
14,2025-12-06,2025-12-06 04:10:00,18.14,56.96,30.25,0
14,2025-12-06,2025-12-06 04:15:00,17.72,55.05,34.64,0
14,2025-12-06,2025-12-06 04:20:00,17.94,52.33,34.13,0
14,2025-12-06,2025-12-06 04:25:00,17.74,55.91,41.61,0
14,2025-12-06,2025-12-06 04:30:00,17.11,55.17,36.14,0
14,2025-12-06,2025-12-06 04:35:00,16.71,62.66,29.6,0
14,2025-12-06,2025-12-06 04:40:00,16.68,52.99,33.97,0
14,2025-12-06,2025-12-06 04:45:00,17.74,59.93,35.72,0
14,2025-12-06,2025-12-06 04:50:00,18.56,52.69,32.75,0
14,2025-12-06,2025-12-06 04:55:00,17.9,56.15,22.32,0
14,2025-12-06,2025-12-06 05:00:00,18.17,56.78,25.36,0
14,2025-12-06,2025-12-06 05:05:00,17.38,59.86,37.69,0
14,2025-12-06,2025-12-06 05:10:00,17.46,57.02,35.34,0
14,2025-12-06,2025-12-06 05:15:00,18.34,53.42,40.74,0
14,2025-12-06,2025-12-06 05:20:00,16.91,58.74,35.13,1
14,2025-12-06,2025-12-06 05:25:00,16.86,60.83,32.62,0
14,2025-12-06,2025-12-06 05:30:00,17.96,57.03,32.02,0
14,2025-12-06,2025-12-06 05:35:00,16.77,56.83,36.27,0
14,2025-12-06,2025-12-06 05:40:00,20.07,55.33,32.45,0
14,2025-12-06,2025-12-06 05:45:00,18.06,60.15,43.77,0
14,2025-12-06,2025-12-06 05:50:00,16.88,57.78,36.13,0
14,2025-12-06,2025-12-06 05:55:00,19.38,60.58,33.24,0
14,2025-12-06,2025-12-06 06:00:00,17.64,56.02,38.35,0
14,2025-12-06,2025-12-06 06:05:00,18.25,57.65,37.14,0
14,2025-12-06,2025-12-06 06:10:00,18.38,59.82,29.76,0
14,2025-12-06,2025-12-06 06:15:00,17.3,53.97,32.07,0
14,2025-12-06,2025-12-06 06:20:00,17.4,56.33,26.46,0
14,2025-12-06,2025-12-06 06:25:00,19.34,59.93,36.04,0
14,2025-12-06,2025-12-06 06:30:00,18.68,56.1,40.05,0
14,2025-12-06,2025-12-06 06:35:00,17.29,59.63,39.43,0
14,2025-12-06,2025-12-06 06:40:00,18.76,66.31,28.59,1
14,2025-12-06,2025-12-06 06:45:00,18.29,61.89,29.13,0
14,2025-12-06,2025-12-06 06:50:00,16.55,54.76,30.71,0
14,2025-12-06,2025-12-06 06:55:00,17.79,60.58,29.19,0
14,2025-12-06,2025-12-06 07:00:00,19.02,59.8,28.51,0
14,2025-12-06,2025-12-06 07:05:00,18.82,60.35,25.97,0
14,2025-12-06,2025-12-06 07:10:00,16.53,55.8,41.21,1
14,2025-12-06,2025-12-06 07:15:00,17.59,64.59,37.4,1
14,2025-12-06,2025-12-06 07:20:00,17.56,57.61,38.88,1
14,2025-12-06,2025-12-06 07:25:00,18.17,56.09,33.74,0
14,2025-12-06,2025-12-06 07:30:00,17.12,55.61,33.23,0
14,2025-12-06,2025-12-06 07:35:00,18.71,57.77,31.31,0
14,2025-12-06,2025-12-06 07:40:00,16.52,57.89,33.62,0
14,2025-12-06,2025-12-06 07:45:00,18.16,60.51,35.06,0
14,2025-12-06,2025-12-06 07:50:00,18.59,59.18,35.58,0
14,2025-12-06,2025-12-06 07:55:00,17.72,53.72,31.11,0
14,2025-12-06,2025-12-06 08:00:00,17.3,57.79,35.87,1
14,2025-12-06,2025-12-06 08:05:00,18.68,55.53,29.71,0
14,2025-12-06,2025-12-06 08:10:00,17.32,56.15,32.86,0
14,2025-12-06,2025-12-06 08:15:00,18.34,59.56,39.17,0
15,2025-12-07,2025-12-07 00:00:00,18.22,38.54,46.31,0
15,2025-12-07,2025-12-07 00:05:00,17.62,32.62,47.27,0
15,2025-12-07,2025-12-07 00:10:00,18.34,39.68,53.48,0
15,2025-12-07,2025-12-07 00:15:00,18.17,33.72,42.58,0
15,2025-12-07,2025-12-07 00:20:00,17.51,37.74,43.65,0
15,2025-12-07,2025-12-07 00:25:00,18.04,38.05,39.62,0
15,2025-12-07,2025-12-07 00:30:00,18.52,41.03,37.91,0
15,2025-12-07,2025-12-07 00:35:00,17.36,35.33,46.76,0
15,2025-12-07,2025-12-07 00:40:00,17.88,44.18,49.33,1
15,2025-12-07,2025-12-07 00:45:00,18.02,40.44,44.32,0
15,2025-12-07,2025-12-07 00:50:00,18.54,35.4,50.54,0
15,2025-12-07,2025-12-07 00:55:00,17.89,41.14,47.22,1
15,2025-12-07,2025-12-07 01:00:00,17.69,35.53,41.71,1
15,2025-12-07,2025-12-07 01:05:00,18.31,34.63,36.21,0
15,2025-12-07,2025-12-07 01:10:00,18.88,34.19,49.39,0
15,2025-12-07,2025-12-07 01:15:00,17.81,32.94,48.66,0
15,2025-12-07,2025-12-07 01:20:00,18.25,34.86,47.12,0
15,2025-12-07,2025-12-07 01:25:00,18.48,34.02,52.86,1
15,2025-12-07,2025-12-07 01:30:00,16.94,37.77,50.04,0
15,2025-12-07,2025-12-07 01:35:00,17.47,36.49,50.33,0
15,2025-12-07,2025-12-07 01:40:00,18.56,38.46,42.21,0
15,2025-12-07,2025-12-07 01:45:00,17.69,41.4,46.65,1
15,2025-12-07,2025-12-07 01:50:00,17.87,31.4,39.82,0
15,2025-12-07,2025-12-07 01:55:00,17.67,38.94,45.38,0
15,2025-12-07,2025-12-07 02:00:00,18.34,39.7,34.08,1
15,2025-12-07,2025-12-07 02:05:00,17.59,36.81,43.94,0
15,2025-12-07,2025-12-07 02:10:00,17.68,35.24,48.18,0
15,2025-12-07,2025-12-07 02:15:00,18.62,39.58,40.07,0
15,2025-12-07,2025-12-07 02:20:00,17.93,37.17,53.79,0
15,2025-12-07,2025-12-07 02:25:00,18.81,36.73,45.72,0
15,2025-12-07,2025-12-07 02:30:00,16.43,37.81,47.04,0
15,2025-12-07,2025-12-07 02:35:00,19.28,39.5,48.35,0
15,2025-12-07,2025-12-07 02:40:00,18.08,36.86,44.44,0
15,2025-12-07,2025-12-07 02:45:00,18.32,38.11,55.29,0
15,2025-12-07,2025-12-07 02:50:00,18.5,32.23,53.02,1
15,2025-12-07,2025-12-07 02:55:00,18.84,31.46,50.83,1
15,2025-12-07,2025-12-07 03:00:00,16.91,41.52,54.14,0
15,2025-12-07,2025-12-07 03:05:00,17.04,39.91,40.73,0
15,2025-12-07,2025-12-07 03:10:00,18.98,31.88,55.01,0
15,2025-12-07,2025-12-07 03:15:00,17.68,39.11,40.19,1
15,2025-12-07,2025-12-07 03:20:00,18.25,39.48,43.95,0
15,2025-12-07,2025-12-07 03:25:00,16.6,37.94,46.4,1
15,2025-12-07,2025-12-07 03:30:00,19.45,41.19,45.84,0
15,2025-12-07,2025-12-07 03:35:00,18.55,40.13,50.24,0
15,2025-12-07,2025-12-07 03:40:00,18.5,31.85,43.76,0
15,2025-12-07,2025-12-07 03:45:00,17.38,36.05,44.05,0
15,2025-12-07,2025-12-07 03:50:00,17.7,40.24,46.01,0
15,2025-12-07,2025-12-07 03:55:00,17.49,42.56,48.16,1
15,2025-12-07,2025-12-07 04:00:00,18.38,42.52,44.22,1
15,2025-12-07,2025-12-07 04:05:00,18.0,35.45,45.34,0
15,2025-12-07,2025-12-07 04:10:00,18.53,33.73,40.43,0
15,2025-12-07,2025-12-07 04:15:00,19.72,37.52,38.75,0
15,2025-12-07,2025-12-07 04:20:00,18.91,40.56,55.31,0
15,2025-12-07,2025-12-07 04:25:00,17.06,38.1,50.3,0
15,2025-12-07,2025-12-07 04:30:00,18.85,38.51,50.96,0
15,2025-12-07,2025-12-07 04:35:00,18.05,35.48,46.97,0
15,2025-12-07,2025-12-07 04:40:00,18.33,37.86,57.19,0
15,2025-12-07,2025-12-07 04:45:00,18.19,39.44,42.11,0
15,2025-12-07,2025-12-07 04:50:00,17.03,38.59,44.71,0
15,2025-12-07,2025-12-07 04:55:00,17.11,36.61,48.07,0
15,2025-12-07,2025-12-07 05:00:00,18.25,34.79,51.31,0
15,2025-12-07,2025-12-07 05:05:00,19.64,42.12,43.48,0
15,2025-12-07,2025-12-07 05:10:00,19.76,37.92,39.5,0
15,2025-12-07,2025-12-07 05:15:00,18.77,36.36,49.02,0
15,2025-12-07,2025-12-07 05:20:00,18.94,39.58,39.89,0
15,2025-12-07,2025-12-07 05:25:00,18.56,37.98,51.96,0
15,2025-12-07,2025-12-07 05:30:00,17.87,40.92,47.49,1
15,2025-12-07,2025-12-07 05:35:00,16.9,40.6,55.94,1
15,2025-12-07,2025-12-07 05:40:00,18.08,35.47,45.95,0
15,2025-12-07,2025-12-07 05:45:00,18.78,38.11,45.47,0
15,2025-12-07,2025-12-07 05:50:00,17.94,39.14,57.07,0
15,2025-12-07,2025-12-07 05:55:00,17.64,43.77,46.62,1
15,2025-12-07,2025-12-07 06:00:00,19.2,41.95,48.86,0
15,2025-12-07,2025-12-07 06:05:00,17.63,39.07,48.6,0
15,2025-12-07,2025-12-07 06:10:00,17.77,34.23,53.77,0
15,2025-12-07,2025-12-07 06:15:00,18.47,40.98,44.31,0
15,2025-12-07,2025-12-07 06:20:00,16.46,37.43,55.1,0
15,2025-12-07,2025-12-07 06:25:00,18.46,42.96,51.8,0
15,2025-12-07,2025-12-07 06:30:00,16.66,37.73,46.57,1
15,2025-12-07,2025-12-07 06:35:00,16.71,42.75,43.75,0
15,2025-12-07,2025-12-07 06:40:00,18.21,38.58,43.58,0
15,2025-12-07,2025-12-07 06:45:00,18.54,37.15,39.92,0
15,2025-12-07,2025-12-07 06:50:00,17.43,40.79,47.92,0
15,2025-12-07,2025-12-07 06:55:00,18.61,46.11,47.33,0
15,2025-12-07,2025-12-07 07:00:00,19.04,28.0,49.36,0
15,2025-12-07,2025-12-07 07:05:00,17.64,39.7,44.61,1
15,2025-12-07,2025-12-07 07:10:00,17.89,40.14,47.39,0
15,2025-12-07,2025-12-07 07:15:00,17.11,36.93,39.63,0
15,2025-12-07,2025-12-07 07:20:00,17.84,42.89,44.43,0
15,2025-12-07,2025-12-07 07:25:00,17.4,39.61,41.87,0
15,2025-12-07,2025-12-07 07:30:00,18.24,39.04,44.39,0
15,2025-12-07,2025-12-07 07:35:00,17.71,38.3,50.17,0
15,2025-12-07,2025-12-07 07:40:00,17.54,38.39,37.01,0
15,2025-12-07,2025-12-07 07:45:00,18.45,41.54,48.6,0
15,2025-12-07,2025-12-07 07:50:00,19.03,37.82,38.09,0
15,2025-12-07,2025-12-07 07:55:00,18.22,41.19,49.09,0
15,2025-12-07,2025-12-07 08:00:00,18.3,39.58,46.02,1
15,2025-12-07,2025-12-07 08:05:00,18.32,40.29,37.58,0
15,2025-12-07,2025-12-07 08:10:00,16.71,37.51,49.94,0
15,2025-12-07,2025-12-07 08:15:00,17.18,37.27,41.03,0
16,2025-12-08,2025-12-08 00:00:00,17.37,39.75,59.03,0
16,2025-12-08,2025-12-08 00:05:00,17.33,40.26,52.25,0
16,2025-12-08,2025-12-08 00:10:00,16.98,39.92,55.61,0
16,2025-12-08,2025-12-08 00:15:00,16.69,48.89,55.32,0
16,2025-12-08,2025-12-08 00:20:00,17.18,40.23,53.83,0
16,2025-12-08,2025-12-08 00:25:00,16.7,32.81,52.87,0
16,2025-12-08,2025-12-08 00:30:00,17.33,36.49,56.77,0
16,2025-12-08,2025-12-08 00:35:00,17.22,42.52,50.54,0
16,2025-12-08,2025-12-08 00:40:00,17.51,41.17,49.01,0
16,2025-12-08,2025-12-08 00:45:00,16.36,37.43,63.79,1
16,2025-12-08,2025-12-08 00:50:00,17.65,34.75,63.36,0
16,2025-12-08,2025-12-08 00:55:00,17.35,37.9,50.83,0
16,2025-12-08,2025-12-08 01:00:00,17.73,35.71,56.18,1
16,2025-12-08,2025-12-08 01:05:00,17.2,33.07,55.29,0
16,2025-12-08,2025-12-08 01:10:00,17.85,45.92,53.23,0
16,2025-12-08,2025-12-08 01:15:00,17.96,48.07,41.96,0
16,2025-12-08,2025-12-08 01:20:00,16.18,32.1,55.4,0
16,2025-12-08,2025-12-08 01:25:00,17.6,39.61,50.95,0
16,2025-12-08,2025-12-08 01:30:00,17.89,37.67,55.39,0
16,2025-12-08,2025-12-08 01:35:00,17.29,45.36,43.05,0
16,2025-12-08,2025-12-08 01:40:00,15.64,38.54,67.43,0
16,2025-12-08,2025-12-08 01:45:00,17.3,40.5,57.28,0
16,2025-12-08,2025-12-08 01:50:00,17.66,37.1,41.74,0
16,2025-12-08,2025-12-08 01:55:00,18.03,39.2,49.7,0
16,2025-12-08,2025-12-08 02:00:00,17.51,40.43,48.34,0
16,2025-12-08,2025-12-08 02:05:00,18.44,45.21,49.19,0
16,2025-12-08,2025-12-08 02:10:00,17.61,43.71,52.74,0
16,2025-12-08,2025-12-08 02:15:00,17.39,40.56,57.25,0
16,2025-12-08,2025-12-08 02:20:00,17.63,38.36,44.39,0
16,2025-12-08,2025-12-08 02:25:00,18.64,41.61,48.39,1
16,2025-12-08,2025-12-08 02:30:00,17.77,36.03,46.45,0
16,2025-12-08,2025-12-08 02:35:00,15.79,39.44,60.46,0
16,2025-12-08,2025-12-08 02:40:00,16.75,37.93,55.13,0
16,2025-12-08,2025-12-08 02:45:00,17.11,36.9,61.78,0
16,2025-12-08,2025-12-08 02:50:00,15.71,38.07,52.41,0
16,2025-12-08,2025-12-08 02:55:00,16.98,35.91,58.72,0
16,2025-12-08,2025-12-08 03:00:00,17.03,37.82,50.63,0
16,2025-12-08,2025-12-08 03:05:00,16.93,40.63,49.44,0
16,2025-12-08,2025-12-08 03:10:00,17.77,36.89,60.27,0
16,2025-12-08,2025-12-08 03:15:00,16.7,41.97,47.58,0
16,2025-12-08,2025-12-08 03:20:00,15.56,43.8,57.28,1
16,2025-12-08,2025-12-08 03:25:00,16.28,35.45,51.51,0
16,2025-12-08,2025-12-08 03:30:00,15.67,38.57,52.78,0
16,2025-12-08,2025-12-08 03:35:00,18.06,42.92,52.01,0
16,2025-12-08,2025-12-08 03:40:00,16.23,42.87,54.11,0
16,2025-12-08,2025-12-08 03:45:00,18.36,45.9,53.74,0
16,2025-12-08,2025-12-08 03:50:00,17.36,42.8,49.45,0
16,2025-12-08,2025-12-08 03:55:00,17.17,31.93,53.43,0
16,2025-12-08,2025-12-08 04:00:00,17.89,39.36,60.21,0
16,2025-12-08,2025-12-08 04:05:00,17.81,34.66,48.72,0
16,2025-12-08,2025-12-08 04:10:00,18.0,36.32,60.18,0
16,2025-12-08,2025-12-08 04:15:00,17.61,40.11,48.6,1
16,2025-12-08,2025-12-08 04:20:00,16.08,37.04,57.28,0
16,2025-12-08,2025-12-08 04:25:00,17.62,40.38,49.43,0
16,2025-12-08,2025-12-08 04:30:00,16.71,37.23,54.43,0
16,2025-12-08,2025-12-08 04:35:00,15.63,37.1,60.53,0
16,2025-12-08,2025-12-08 04:40:00,18.48,46.32,47.31,0
16,2025-12-08,2025-12-08 04:45:00,18.1,38.75,51.9,0
16,2025-12-08,2025-12-08 04:50:00,17.88,42.12,50.91,0
16,2025-12-08,2025-12-08 04:55:00,18.42,35.91,51.78,0
16,2025-12-08,2025-12-08 05:00:00,17.59,39.7,50.33,0
16,2025-12-08,2025-12-08 05:05:00,18.13,40.39,54.51,0
16,2025-12-08,2025-12-08 05:10:00,17.13,45.78,49.85,0
16,2025-12-08,2025-12-08 05:15:00,19.17,49.34,58.39,0
16,2025-12-08,2025-12-08 05:20:00,18.17,43.29,55.61,0
16,2025-12-08,2025-12-08 05:25:00,17.01,39.3,52.03,0
16,2025-12-08,2025-12-08 05:30:00,17.84,37.71,62.18,1
16,2025-12-08,2025-12-08 05:35:00,17.98,42.66,59.98,0
16,2025-12-08,2025-12-08 05:40:00,19.08,40.8,61.87,0
16,2025-12-08,2025-12-08 05:45:00,17.03,41.12,57.69,1
16,2025-12-08,2025-12-08 05:50:00,16.69,41.18,58.24,0
16,2025-12-08,2025-12-08 05:55:00,17.62,36.55,56.71,0
16,2025-12-08,2025-12-08 06:00:00,16.59,37.73,49.21,1
16,2025-12-08,2025-12-08 06:05:00,17.05,35.32,51.02,0
16,2025-12-08,2025-12-08 06:10:00,18.4,37.11,53.62,1
16,2025-12-08,2025-12-08 06:15:00,17.84,36.09,55.05,0
16,2025-12-08,2025-12-08 06:20:00,19.23,40.2,53.18,1
16,2025-12-08,2025-12-08 06:25:00,18.26,39.4,62.21,0
16,2025-12-08,2025-12-08 06:30:00,17.23,39.97,59.28,0
16,2025-12-08,2025-12-08 06:35:00,16.28,39.49,51.84,0
16,2025-12-08,2025-12-08 06:40:00,16.18,38.35,56.43,0
16,2025-12-08,2025-12-08 06:45:00,16.77,37.77,48.8,0
16,2025-12-08,2025-12-08 06:50:00,18.14,42.07,58.69,0
16,2025-12-08,2025-12-08 06:55:00,18.46,38.56,54.46,0
16,2025-12-08,2025-12-08 07:00:00,17.49,44.22,47.19,0
16,2025-12-08,2025-12-08 07:05:00,16.8,41.87,55.87,0
16,2025-12-08,2025-12-08 07:10:00,17.76,44.12,54.29,0
16,2025-12-08,2025-12-08 07:15:00,18.31,44.24,56.32,1
16,2025-12-08,2025-12-08 07:20:00,17.52,41.79,52.09,0
16,2025-12-08,2025-12-08 07:25:00,19.4,41.91,58.05,0
16,2025-12-08,2025-12-08 07:30:00,18.18,38.13,56.8,1
16,2025-12-08,2025-12-08 07:35:00,16.28,37.12,62.6,0
16,2025-12-08,2025-12-08 07:40:00,16.46,36.94,47.23,0
16,2025-12-08,2025-12-08 07:45:00,18.55,39.79,51.54,0
16,2025-12-08,2025-12-08 07:50:00,18.46,40.02,53.44,0
16,2025-12-08,2025-12-08 07:55:00,17.22,37.32,53.45,1
16,2025-12-08,2025-12-08 08:00:00,17.7,39.5,57.64,0
16,2025-12-08,2025-12-08 08:05:00,17.56,40.82,55.14,0
16,2025-12-08,2025-12-08 08:10:00,17.35,37.01,54.28,0
16,2025-12-08,2025-12-08 08:15:00,18.08,41.74,55.06,0
17,2025-12-09,2025-12-09 00:00:00,20.06,30.18,41.39,0
17,2025-12-09,2025-12-09 00:05:00,18.16,33.96,39.48,0
17,2025-12-09,2025-12-09 00:10:00,18.89,33.72,39.3,0
17,2025-12-09,2025-12-09 00:15:00,19.97,34.83,38.93,0
17,2025-12-09,2025-12-09 00:20:00,20.03,28.66,42.1,0
17,2025-12-09,2025-12-09 00:25:00,19.04,35.88,50.6,0
17,2025-12-09,2025-12-09 00:30:00,19.0,31.6,43.27,0
17,2025-12-09,2025-12-09 00:35:00,21.11,29.95,37.38,0
17,2025-12-09,2025-12-09 00:40:00,19.68,32.43,28.95,0
17,2025-12-09,2025-12-09 00:45:00,20.58,32.31,46.53,0
17,2025-12-09,2025-12-09 00:50:00,20.72,38.99,41.3,0
17,2025-12-09,2025-12-09 00:55:00,18.51,30.04,38.76,0
17,2025-12-09,2025-12-09 01:00:00,19.08,31.33,44.69,1
17,2025-12-09,2025-12-09 01:05:00,19.2,31.89,38.52,0
17,2025-12-09,2025-12-09 01:10:00,18.32,32.69,33.42,0
17,2025-12-09,2025-12-09 01:15:00,20.37,37.1,40.05,0
17,2025-12-09,2025-12-09 01:20:00,20.23,26.59,36.4,1
17,2025-12-09,2025-12-09 01:25:00,19.34,31.89,37.06,0
17,2025-12-09,2025-12-09 01:30:00,18.91,36.94,44.09,0
17,2025-12-09,2025-12-09 01:35:00,20.5,32.18,39.37,0
17,2025-12-09,2025-12-09 01:40:00,20.56,33.52,37.91,0
17,2025-12-09,2025-12-09 01:45:00,19.64,35.61,37.73,0
17,2025-12-09,2025-12-09 01:50:00,19.62,26.69,34.13,0
17,2025-12-09,2025-12-09 01:55:00,18.39,31.46,41.32,0
17,2025-12-09,2025-12-09 02:00:00,18.48,35.43,36.79,0
17,2025-12-09,2025-12-09 02:05:00,18.56,39.24,52.45,0
17,2025-12-09,2025-12-09 02:10:00,20.92,28.72,53.91,1
17,2025-12-09,2025-12-09 02:15:00,18.17,30.93,36.59,0
17,2025-12-09,2025-12-09 02:20:00,18.79,31.43,50.22,0
17,2025-12-09,2025-12-09 02:25:00,19.67,35.96,42.95,0
17,2025-12-09,2025-12-09 02:30:00,18.3,32.16,44.08,0
17,2025-12-09,2025-12-09 02:35:00,20.43,34.85,39.95,0
17,2025-12-09,2025-12-09 02:40:00,19.29,36.21,48.33,0
17,2025-12-09,2025-12-09 02:45:00,19.64,30.47,43.38,0
17,2025-12-09,2025-12-09 02:50:00,20.29,29.0,51.95,0
17,2025-12-09,2025-12-09 02:55:00,18.81,30.55,45.6,0
17,2025-12-09,2025-12-09 03:00:00,20.06,36.58,36.99,0
17,2025-12-09,2025-12-09 03:05:00,18.98,40.27,44.62,0
17,2025-12-09,2025-12-09 03:10:00,17.87,31.15,46.91,0
17,2025-12-09,2025-12-09 03:15:00,19.87,29.35,41.46,0
17,2025-12-09,2025-12-09 03:20:00,19.87,32.78,43.87,0
17,2025-12-09,2025-12-09 03:25:00,19.14,32.58,47.96,0
